id_bureau,% Abs/Ins,Nom,% Voix/Ins,% Voix/Exp,Nom.1,% Voix/Ins.1,% Voix/Exp.1
89015_0001,19.46,MACRON,40.81,55.51,LE PEN,32.7,44.49
89016_0001,30.38,MACRON,26.58,39.62,LE PEN,40.51,60.38
89017_0001,22.92,MACRON,32.29,45.26,LE PEN,39.06,54.74
89018_0001,19.74,MACRON,29.52,39.31,LE PEN,45.57,60.69
89019_0001,33.78,MACRON,19.59,33.72,LE PEN,38.51,66.28
89020_0001,21.7,MACRON,33.02,49.3,LE PEN,33.96,50.7
89021_0001,24.03,MACRON,46.43,71.14,LE PEN,18.83,28.86
89022_0001,13.45,MACRON,31.09,41.11,LE PEN,44.54,58.89
89023_0001,21.73,MACRON,37.0,53.36,LE PEN,32.34,46.64
89024_0001,31.63,MACRON,43.37,69.96,LE PEN,18.62,30.04
89024_0002,22.58,MACRON,50.0,70.16,LE PEN,21.26,29.84
89024_0003,30.65,MACRON,41.06,67.2,LE PEN,20.04,32.8
89024_0004,34.07,MACRON,39.93,68.13,LE PEN,18.68,31.88
89024_0005,39.12,MACRON,40.43,71.18,LE PEN,16.37,28.82
89024_0006,41.36,MACRON,33.46,64.31,LE PEN,18.57,35.69
89024_0007,26.07,MACRON,46.79,71.85,LE PEN,18.33,28.15
89024_0008,37.85,MACRON,26.06,45.09,LE PEN,31.73,54.91
89024_0009,34.25,MACRON,32.31,53.48,LE PEN,28.11,46.52
89024_0010,34.4,MACRON,36.63,60.6,LE PEN,23.82,39.4
89024_0011,26.99,MACRON,37.01,57.07,LE PEN,27.84,42.93
89024_0012,25.51,MACRON,39.63,58.54,LE PEN,28.06,41.46
89024_0013,26.68,MACRON,51.37,76.07,LE PEN,16.16,23.93
89024_0014,25.17,MACRON,48.3,71.0,LE PEN,19.73,29.0
89024_0015,30.11,MACRON,39.62,63.94,LE PEN,22.35,36.06
89024_0016,23.88,MACRON,41.47,60.0,LE PEN,27.65,40.0
89024_0017,35.04,MACRON,36.61,60.07,LE PEN,24.33,39.93
89024_0018,36.05,MACRON,39.07,67.2,LE PEN,19.07,32.8
89024_0019,26.13,MACRON,38.91,57.96,LE PEN,28.22,42.04
89024_0020,28.67,MACRON,42.54,65.98,LE PEN,21.93,34.02
89024_0021,25.38,MACRON,45.02,66.94,LE PEN,22.24,33.06
89024_0022,28.29,MACRON,39.79,61.97,LE PEN,24.42,38.03
89024_0023,29.21,MACRON,43.74,68.13,LE PEN,20.46,31.87
89024_0024,27.05,MACRON,43.65,66.19,LE PEN,22.3,33.81
89024_0025,26.74,MACRON,46.7,69.15,LE PEN,20.83,30.85
89024_0026,26.91,MACRON,43.58,64.77,LE PEN,23.7,35.23
89024_0027,25.39,MACRON,41.69,63.48,LE PEN,23.98,36.52
89024_0028,25.97,MACRON,39.45,60.45,LE PEN,25.81,39.55
89024_0029,26.2,MACRON,47.32,70.59,LE PEN,19.72,29.41
89024_0030,24.81,MACRON,43.92,62.32,LE PEN,26.55,37.68
89024_0031,95.92,MACRON,0.0,0.0,LE PEN,4.08,100.0
89025_0001,31.52,MACRON,42.26,66.74,LE PEN,21.06,33.26
89025_0002,33.3,MACRON,37.14,60.42,LE PEN,24.33,39.58
89025_0003,47.31,MACRON,20.3,41.34,LE PEN,28.81,58.66
89025_0004,29.66,MACRON,35.91,55.39,LE PEN,28.92,44.61
89025_0005,24.55,MACRON,39.17,57.84,LE PEN,28.55,42.16
89025_0006,33.11,MACRON,29.65,47.12,LE PEN,33.28,52.88
89027_0001,19.16,MACRON,32.93,43.31,LE PEN,43.11,56.69
89028_0001,14.93,MACRON,31.34,38.18,LE PEN,50.75,61.82
89029_0001,20.39,MACRON,34.45,47.12,LE PEN,38.66,52.88
89030_0001,27.94,MACRON,30.29,47.03,LE PEN,34.12,52.97
89031_0001,24.39,MACRON,28.69,41.06,LE PEN,41.19,58.94
89032_0001,17.07,MACRON,32.93,43.55,LE PEN,42.68,56.45
89033_0001,20.14,MACRON,38.91,55.07,LE PEN,31.74,44.93
89034_0001,19.48,MACRON,37.25,48.15,LE PEN,40.11,51.85
89035_0001,30.09,MACRON,22.92,37.21,LE PEN,38.68,62.79
89036_0001,16.75,MACRON,30.46,40.27,LE PEN,45.18,59.73
89037_0001,22.59,MACRON,26.65,38.04,LE PEN,43.4,61.96
89038_0001,15.66,MACRON,44.58,57.81,LE PEN,32.53,42.19
89039_0001,25.0,MACRON,30.0,45.0,LE PEN,36.67,55.0
89040_0001,23.12,MACRON,35.84,51.24,LE PEN,34.1,48.76
89041_0001,11.71,MACRON,28.83,34.78,LE PEN,54.05,65.22
89042_0001,26.55,MACRON,37.29,56.41,LE PEN,28.81,43.59
89043_0001,17.24,MACRON,35.63,52.54,LE PEN,32.18,47.46
89044_0001,28.0,MACRON,32.0,52.46,LE PEN,29.0,47.54
89045_0001,23.94,MACRON,34.75,47.87,LE PEN,37.84,52.13
89046_0001,21.51,MACRON,31.49,43.16,LE PEN,41.46,56.84
89048_0001,17.47,MACRON,41.92,53.04,LE PEN,37.12,46.96
89049_0001,13.33,MACRON,60.0,78.26,LE PEN,16.67,21.74
89050_0001,22.22,MACRON,30.99,42.83,LE PEN,41.37,57.17
89051_0001,25.58,MACRON,24.3,35.45,LE PEN,44.25,64.55
89053_0001,21.89,MACRON,30.77,42.28,LE PEN,42.01,57.72
89054_0001,22.6,MACRON,28.08,40.0,LE PEN,42.12,60.0
89055_0001,37.13,MACRON,19.41,32.62,LE PEN,40.08,67.38
89055_0002,35.6,MACRON,20.52,34.21,LE PEN,39.48,65.79
89055_0003,17.57,MACRON,27.03,33.9,LE PEN,52.7,66.1
89056_0001,20.13,MACRON,29.76,42.77,LE PEN,39.83,57.23
89057_0001,21.4,MACRON,35.39,49.43,LE PEN,36.21,50.57
89058_0001,24.04,MACRON,33.65,50.72,LE PEN,32.69,49.28
89059_0001,19.79,MACRON,32.0,44.31,LE PEN,40.21,55.69
89060_0001,23.44,MACRON,28.78,41.63,LE PEN,40.36,58.37
89061_0001,17.76,MACRON,25.23,34.18,LE PEN,48.6,65.82
89061_0002,15.05,MACRON,18.28,23.94,LE PEN,58.06,76.06
89062_0001,22.27,MACRON,32.27,44.65,LE PEN,40.0,55.35
89063_0001,21.62,MACRON,29.21,41.16,LE PEN,41.75,58.84
89064_0001,16.28,MACRON,34.88,44.12,LE PEN,44.19,55.88
89065_0001,24.32,MACRON,29.73,40.74,LE PEN,43.24,59.26
89066_0001,22.17,MACRON,31.13,43.53,LE PEN,40.38,56.47
89067_0001,30.15,MACRON,26.63,40.77,LE PEN,38.69,59.23
89067_0002,24.82,MACRON,18.61,27.42,LE PEN,49.27,72.58
89068_0001,22.11,MACRON,41.75,57.49,LE PEN,30.88,42.51
89068_0002,18.07,MACRON,37.35,51.67,LE PEN,34.94,48.33
89068_0003,20.14,MACRON,44.44,59.81,LE PEN,29.86,40.19
89068_0004,20.95,MACRON,50.48,65.43,LE PEN,26.67,34.57
89068_0005,28.53,MACRON,33.71,49.41,LE PEN,34.52,50.59
89069_0001,22.96,MACRON,26.91,37.36,LE PEN,45.12,62.64
89071_0001,20.73,MACRON,32.93,50.94,LE PEN,31.71,49.06
89072_0001,21.86,MACRON,33.33,46.21,LE PEN,38.8,53.79
89073_0001,19.55,MACRON,31.42,41.36,LE PEN,44.55,58.64
89073_0002,15.69,MACRON,27.45,36.84,LE PEN,47.06,63.16
89074_0001,33.63,MACRON,23.33,37.55,LE PEN,38.79,62.45
89074_0002,26.86,MACRON,23.33,34.29,LE PEN,44.71,65.71
89075_0001,20.34,MACRON,30.51,42.6,LE PEN,41.1,57.4
89075_0002,24.03,MACRON,29.68,43.3,LE PEN,38.87,56.7
89076_0001,19.93,MACRON,31.47,41.0,LE PEN,45.28,59.0
89077_0001,25.11,MACRON,37.62,54.5,LE PEN,31.4,45.5
89079_0001,17.87,MACRON,33.84,43.84,LE PEN,43.35,56.16
89080_0001,19.75,MACRON,36.17,49.71,LE PEN,36.59,50.29
89081_0001,14.06,MACRON,42.19,51.92,LE PEN,39.06,48.08
89083_0001,21.73,MACRON,42.21,57.73,LE PEN,30.9,42.27
89083_0002,19.52,MACRON,39.58,54.08,LE PEN,33.6,45.92
89084_0001,25.25,MACRON,34.85,50.74,LE PEN,33.84,49.26
89085_0001,26.86,MACRON,24.8,37.87,LE PEN,40.69,62.13
89086_0001,21.43,MACRON,33.67,46.07,LE PEN,39.42,53.93
89086_0002,11.32,MACRON,28.3,35.71,LE PEN,50.94,64.29
89086_0003,16.19,MACRON,48.57,60.71,LE PEN,31.43,39.29
89086_0004,23.87,MACRON,33.33,47.37,LE PEN,37.04,52.63
89086_0005,21.3,MACRON,35.22,47.65,LE PEN,38.7,52.35
89086_0006,22.99,MACRON,33.91,46.83,LE PEN,38.51,53.17
89086_0007,21.58,MACRON,30.58,41.87,LE PEN,42.45,58.13
89086_0008,15.6,MACRON,35.46,44.25,LE PEN,44.68,55.75
89086_0009,5.05,MACRON,42.42,51.22,LE PEN,40.4,48.78
89086_0010,17.82,MACRON,38.18,50.97,LE PEN,36.73,49.03
89086_0011,21.0,MACRON,30.14,42.86,LE PEN,40.18,57.14
89086_0012,12.5,MACRON,35.71,43.48,LE PEN,46.43,56.52
89086_0013,17.97,MACRON,36.27,47.35,LE PEN,40.34,52.65
89086_0014,26.64,MACRON,25.7,38.06,LE PEN,41.82,61.94
89087_0001,23.83,MACRON,28.5,40.67,LE PEN,41.59,59.33
89088_0001,23.12,MACRON,35.74,48.77,LE PEN,37.54,51.23
89089_0001,24.09,MACRON,22.63,32.29,LE PEN,47.45,67.71
89091_0001,22.27,MACRON,28.95,41.14,LE PEN,41.43,58.86
89092_0001,16.67,MACRON,42.86,56.69,LE PEN,32.74,43.31
89093_0001,23.71,MACRON,23.09,33.14,LE PEN,46.6,66.86
89094_0001,26.98,MACRON,21.7,32.13,LE PEN,45.84,67.87
89095_0001,24.63,MACRON,38.81,54.74,LE PEN,32.09,45.26
89096_0001,19.3,MACRON,33.28,45.15,LE PEN,40.43,54.85
89098_0001,22.09,MACRON,36.2,50.86,LE PEN,34.97,49.14
89099_0001,20.84,MACRON,31.57,43.66,LE PEN,40.75,56.34
89099_0002,27.02,MACRON,29.44,44.33,LE PEN,36.96,55.67
89100_0001,28.63,MACRON,24.54,36.72,LE PEN,42.3,63.28
89101_0001,23.69,MACRON,29.54,41.38,LE PEN,41.85,58.62
89102_0001,25.23,MACRON,33.29,50.71,LE PEN,32.36,49.29
89102_0002,23.93,MACRON,36.59,52.7,LE PEN,32.83,47.3
89104_0001,18.55,MACRON,33.47,44.15,LE PEN,42.34,55.85
89105_0001,19.43,MACRON,39.81,53.42,LE PEN,34.71,46.58
89108_0001,17.2,MACRON,42.4,56.08,LE PEN,33.2,43.92
89111_0001,25.73,MACRON,20.87,31.39,LE PEN,45.63,68.61
89112_0001,23.65,MACRON,25.68,40.43,LE PEN,37.84,59.57
89113_0001,23.19,MACRON,28.9,42.82,LE PEN,38.59,57.18
89115_0001,27.42,MACRON,20.97,32.1,LE PEN,44.35,67.9
89116_0001,22.79,MACRON,32.72,45.64,LE PEN,38.97,54.36
89117_0001,20.13,MACRON,32.89,42.61,LE PEN,44.3,57.39
89118_0001,19.18,MACRON,35.92,51.31,LE PEN,34.08,48.69
89119_0001,28.53,MACRON,31.29,48.57,LE PEN,33.13,51.43
89120_0001,24.41,MACRON,28.35,38.71,LE PEN,44.88,61.29
89122_0001,22.3,MACRON,25.12,33.97,LE PEN,48.83,66.03
89123_0001,15.1,MACRON,51.04,64.9,LE PEN,27.6,35.1
89124_0001,26.9,MACRON,21.52,32.28,LE PEN,45.15,67.72
89125_0001,28.14,MACRON,28.85,44.11,LE PEN,36.56,55.89
89126_0001,13.33,MACRON,42.22,54.29,LE PEN,35.56,45.71
89127_0001,21.52,MACRON,36.68,50.98,LE PEN,35.27,49.02
89128_0001,16.51,MACRON,36.7,47.06,LE PEN,41.28,52.94
89129_0001,25.59,MACRON,25.59,38.5,LE PEN,40.88,61.5
89130_0001,22.55,MACRON,35.31,52.06,LE PEN,32.52,47.94
89130_0002,27.58,MACRON,29.09,46.6,LE PEN,33.33,53.4
89131_0001,18.78,MACRON,32.99,44.83,LE PEN,40.61,55.17
89132_0001,21.01,MACRON,39.5,55.95,LE PEN,31.09,44.05
89133_0001,17.6,MACRON,31.84,41.87,LE PEN,44.19,58.13
89134_0001,18.38,MACRON,33.82,46.0,LE PEN,39.71,54.0
89136_0001,23.02,MACRON,26.75,37.64,LE PEN,44.32,62.36
89137_0001,18.96,MACRON,35.16,47.58,LE PEN,38.74,52.42
89139_0001,24.94,MACRON,29.46,42.93,LE PEN,39.16,57.07
89141_0001,17.92,MACRON,32.08,44.74,LE PEN,39.62,55.26
89142_0001,21.86,MACRON,30.36,42.53,LE PEN,41.03,57.47
89143_0001,20.34,MACRON,22.46,31.18,LE PEN,49.58,68.82
89144_0001,21.78,MACRON,26.9,35.98,LE PEN,47.85,64.02
89145_0001,22.94,MACRON,35.78,50.21,LE PEN,35.47,49.79
89146_0001,17.14,MACRON,25.71,36.73,LE PEN,44.29,63.27
89147_0001,19.14,MACRON,26.79,36.84,LE PEN,45.93,63.16
89148_0001,18.64,MACRON,39.55,56.49,LE PEN,30.45,43.51
89149_0001,20.53,MACRON,30.46,38.98,LE PEN,47.68,61.02
89150_0001,22.37,MACRON,30.51,42.86,LE PEN,40.68,57.14
89151_0001,21.64,MACRON,26.12,35.77,LE PEN,46.91,64.23
89152_0001,23.71,MACRON,23.51,34.65,LE PEN,44.33,65.35
89153_0001,23.33,MACRON,36.5,52.81,LE PEN,32.61,47.19
89154_0001,24.39,MACRON,29.39,42.83,LE PEN,39.23,57.17
89155_0001,20.96,MACRON,35.7,50.76,LE PEN,34.64,49.24
89156_0001,23.13,MACRON,16.37,22.66,LE PEN,55.87,77.34
89158_0001,25.46,MACRON,30.14,43.92,LE PEN,38.49,56.08
89159_0001,10.14,MACRON,47.93,57.78,LE PEN,35.02,42.22
89159_0002,6.48,MACRON,37.96,44.09,LE PEN,48.15,55.91
89160_0001,18.73,MACRON,31.8,43.58,LE PEN,41.17,56.42
89161_0001,24.4,MACRON,39.29,59.46,LE PEN,26.79,40.54
89162_0001,23.15,MACRON,28.7,42.47,LE PEN,38.89,57.53
89163_0001,24.79,MACRON,33.12,48.29,LE PEN,35.47,51.71
89164_0001,18.57,MACRON,34.29,45.28,LE PEN,41.43,54.72
89165_0001,20.0,MACRON,34.0,45.95,LE PEN,40.0,54.05
89167_0001,25.58,MACRON,34.11,49.49,LE PEN,34.81,50.51
89168_0001,23.26,MACRON,36.43,49.47,LE PEN,37.21,50.53
89169_0001,32.23,MACRON,27.8,44.93,LE PEN,34.07,55.07
89170_0001,23.44,MACRON,35.94,50.0,LE PEN,35.94,50.0
89171_0001,22.9,MACRON,26.64,36.31,LE PEN,46.73,63.69
89172_0001,23.99,MACRON,38.38,57.79,LE PEN,28.03,42.21
89173_0001,28.38,MACRON,22.7,34.85,LE PEN,42.43,65.15
89175_0001,10.62,MACRON,46.9,54.08,LE PEN,39.82,45.92
89176_0001,24.39,MACRON,26.83,38.37,LE PEN,43.09,61.63
89177_0001,23.88,MACRON,29.85,41.67,LE PEN,41.79,58.33
89179_0001,23.69,MACRON,33.73,45.41,LE PEN,40.56,54.59
89180_0001,19.47,MACRON,35.53,49.45,LE PEN,36.32,50.55
89181_0001,12.82,MACRON,32.48,41.76,LE PEN,45.3,58.24
89182_0001,25.58,MACRON,27.13,44.87,LE PEN,33.33,55.13
89183_0001,20.0,MACRON,35.38,52.27,LE PEN,32.31,47.73
89184_0001,22.22,MACRON,31.31,45.59,LE PEN,37.37,54.41
89186_0001,24.38,MACRON,30.2,44.7,LE PEN,37.36,55.3
89187_0001,20.24,MACRON,44.05,62.71,LE PEN,26.19,37.29
89188_0001,21.74,MACRON,36.96,54.84,LE PEN,30.43,45.16
89189_0001,22.17,MACRON,30.16,42.37,LE PEN,41.02,57.63
89190_0001,13.16,MACRON,32.24,41.18,LE PEN,46.05,58.82
89191_0001,10.2,MACRON,53.06,60.47,LE PEN,34.69,39.53
89194_0001,12.75,MACRON,26.47,32.53,LE PEN,54.9,67.47
89195_0001,22.61,MACRON,34.35,48.77,LE PEN,36.09,51.23
89196_0001,22.2,MACRON,26.83,39.27,LE PEN,41.51,60.73
89196_0002,20.41,MACRON,29.8,42.2,LE PEN,40.82,57.8
89196_0003,28.08,MACRON,26.07,40.09,LE PEN,38.97,59.91
89196_0004,17.22,MACRON,39.71,53.55,LE PEN,34.45,46.45
89197_0001,20.72,MACRON,39.46,53.94,LE PEN,33.69,46.06
89198_0001,20.41,MACRON,39.86,55.24,LE PEN,32.3,44.76
89198_0002,24.34,MACRON,34.54,50.36,LE PEN,34.05,49.64
89199_0001,27.99,MACRON,29.15,45.05,LE PEN,35.57,54.95
89200_0001,21.24,MACRON,30.39,40.43,LE PEN,44.77,59.57
89201_0001,19.05,MACRON,39.5,53.28,LE PEN,34.63,46.72
89201_0002,22.85,MACRON,36.83,51.5,LE PEN,34.68,48.5
89202_0001,29.13,MACRON,40.43,69.4,LE PEN,17.83,30.6
89203_0001,16.99,MACRON,39.22,50.85,LE PEN,37.91,49.15
89204_0001,25.47,MACRON,30.84,45.21,LE PEN,37.38,54.79
89205_0001,24.26,MACRON,30.18,44.16,LE PEN,38.17,55.84
89206_0001,28.48,MACRON,34.22,52.45,LE PEN,31.02,47.55
89206_0002,31.26,MACRON,33.68,53.87,LE PEN,28.84,46.13
89206_0003,43.28,MACRON,31.55,58.84,LE PEN,22.07,41.16
89206_0004,37.12,MACRON,33.06,57.3,LE PEN,24.64,42.7
89206_0005,24.35,MACRON,38.76,56.63,LE PEN,29.68,43.37
89206_0006,35.6,MACRON,32.2,54.16,LE PEN,27.25,45.84
89206_0007,36.71,MACRON,31.86,54.26,LE PEN,26.86,45.74
89207_0001,4.35,MACRON,60.87,73.68,LE PEN,21.74,26.32
89208_0001,29.92,MACRON,28.48,43.85,LE PEN,36.48,56.15
89209_0001,22.85,MACRON,28.78,40.25,LE PEN,42.73,59.75
89210_0001,16.5,MACRON,31.07,45.07,LE PEN,37.86,54.93
89211_0001,16.9,MACRON,23.94,34.69,LE PEN,45.07,65.31
89212_0001,25.53,MACRON,34.95,50.22,LE PEN,34.65,49.78
89214_0001,26.14,MACRON,32.03,46.67,LE PEN,36.6,53.33
89215_0001,14.38,MACRON,39.22,51.28,LE PEN,37.25,48.72
89216_0001,24.77,MACRON,29.28,44.83,LE PEN,36.04,55.17
89217_0001,17.86,MACRON,33.93,47.5,LE PEN,37.5,52.5
89218_0001,22.43,MACRON,28.43,41.5,LE PEN,40.07,58.5
89219_0001,23.64,MACRON,35.45,49.37,LE PEN,36.36,50.63
89220_0001,21.4,MACRON,30.63,40.69,LE PEN,44.65,59.31
89221_0001,23.17,MACRON,25.48,35.68,LE PEN,45.95,64.32
89222_0001,21.64,MACRON,25.15,34.96,LE PEN,46.78,65.04
89223_0001,20.73,MACRON,30.52,41.62,LE PEN,42.8,58.38
89224_0001,28.8,MACRON,42.4,61.63,LE PEN,26.4,38.37
89225_0001,15.38,MACRON,35.38,47.92,LE PEN,38.46,52.08
89226_0001,10.94,MACRON,50.78,64.36,LE PEN,28.13,35.64
89227_0001,23.78,MACRON,35.52,50.65,LE PEN,34.6,49.35
89227_0002,17.89,MACRON,37.89,49.32,LE PEN,38.95,50.68
89227_0003,32.94,MACRON,27.06,43.4,LE PEN,35.29,56.6
89228_0001,22.12,MACRON,33.36,48.38,LE PEN,35.59,51.62
89229_0001,21.05,MACRON,29.24,40.0,LE PEN,43.86,60.0
89230_0001,20.41,MACRON,37.03,49.22,LE PEN,38.19,50.78
89232_0001,22.69,MACRON,34.87,47.7,LE PEN,38.24,52.3
89233_0001,22.88,MACRON,39.83,55.29,LE PEN,32.2,44.71
89233_0002,17.65,MACRON,43.14,64.71,LE PEN,23.53,35.29
89234_0001,19.05,MACRON,43.81,58.23,LE PEN,31.43,41.77
89235_0001,16.84,MACRON,35.72,47.29,LE PEN,39.82,52.71
89236_0001,26.91,MACRON,35.84,53.85,LE PEN,30.72,46.15
89237_0001,30.13,MACRON,32.66,52.65,LE PEN,29.37,47.35
89238_0001,27.72,MACRON,28.5,46.22,LE PEN,33.16,53.78
89239_0001,22.93,MACRON,28.36,40.52,LE PEN,41.63,59.48
89239_0002,21.34,MACRON,33.71,48.14,LE PEN,36.32,51.86
89240_0001,21.03,MACRON,32.62,43.18,LE PEN,42.92,56.82
89242_0001,23.36,MACRON,31.08,43.16,LE PEN,40.93,56.84
89244_0001,13.85,MACRON,44.62,58.0,LE PEN,32.31,42.0
89245_0001,20.64,MACRON,32.87,44.06,LE PEN,41.74,55.94
89246_0001,23.99,MACRON,35.2,52.31,LE PEN,32.09,47.69
89247_0001,24.52,MACRON,39.42,55.41,LE PEN,31.73,44.59
89248_0001,27.78,MACRON,44.44,66.67,LE PEN,22.22,33.33
89249_0001,22.73,MACRON,24.24,34.04,LE PEN,46.97,65.96
89250_0001,26.12,MACRON,35.82,51.61,LE PEN,33.58,48.39
89251_0001,23.58,MACRON,32.08,47.22,LE PEN,35.85,52.78
89252_0001,17.69,MACRON,25.17,32.46,LE PEN,52.38,67.54
89253_0001,25.31,MACRON,37.04,53.1,LE PEN,32.72,46.9
89254_0001,18.31,MACRON,35.21,47.47,LE PEN,38.97,52.53
89255_0001,22.1,MACRON,29.06,40.2,LE PEN,43.22,59.8
89256_0001,17.97,MACRON,39.87,54.46,LE PEN,33.33,45.54
89257_0001,37.86,MACRON,30.34,53.0,LE PEN,26.91,47.0
89257_0002,36.19,MACRON,28.61,47.72,LE PEN,31.34,52.28
89257_0003,33.51,MACRON,33.16,53.16,LE PEN,29.21,46.84
89257_0004,40.62,MACRON,23.31,42.4,LE PEN,31.67,57.6
89257_0005,31.49,MACRON,33.23,52.25,LE PEN,30.37,47.75
89259_0001,18.48,MACRON,45.65,57.53,LE PEN,33.7,42.47
89261_0001,24.2,MACRON,22.37,32.89,LE PEN,45.66,67.11
89262_0001,28.95,MACRON,23.68,33.33,LE PEN,47.37,66.67
89262_0002,18.64,MACRON,41.53,53.85,LE PEN,35.59,46.15
89263_0001,26.43,MACRON,38.69,56.74,LE PEN,29.49,43.26
89263_0002,23.45,MACRON,46.07,65.49,LE PEN,24.28,34.51
89263_0003,21.93,MACRON,37.02,51.61,LE PEN,34.71,48.39
89263_0004,21.69,MACRON,34.65,48.62,LE PEN,36.62,51.38
89264_0001,20.7,MACRON,29.49,38.8,LE PEN,46.52,61.2
89265_0001,18.89,MACRON,36.64,48.62,LE PEN,38.71,51.38
89266_0001,19.03,MACRON,34.41,48.02,LE PEN,37.25,51.98
89267_0001,19.86,MACRON,40.41,57.84,LE PEN,29.45,42.16
89268_0001,22.36,MACRON,30.55,43.99,LE PEN,38.9,56.01
89270_0001,19.42,MACRON,31.07,42.11,LE PEN,42.72,57.89
89271_0001,12.5,MACRON,41.67,51.95,LE PEN,38.54,48.05
89272_0001,22.03,MACRON,33.05,48.15,LE PEN,35.59,51.85
89273_0001,25.33,MACRON,29.33,43.71,LE PEN,37.78,56.29
89274_0001,25.93,MACRON,33.99,49.47,LE PEN,34.71,50.53
89276_0001,19.78,MACRON,30.91,41.32,LE PEN,43.89,58.68
89277_0001,21.53,MACRON,28.47,39.2,LE PEN,44.16,60.8
89278_0001,16.38,MACRON,29.89,38.81,LE PEN,47.13,61.19
89279_0001,23.85,MACRON,42.47,61.14,LE PEN,26.99,38.86
89280_0001,20.82,MACRON,25.28,35.79,LE PEN,45.35,64.21
89281_0001,19.39,MACRON,36.73,48.0,LE PEN,39.8,52.0
89282_0001,23.27,MACRON,27.42,40.88,LE PEN,39.64,59.12
89283_0001,24.31,MACRON,37.63,52.51,LE PEN,34.04,47.49
89284_0001,17.58,MACRON,29.7,38.58,LE PEN,47.27,61.42
89285_0001,24.44,MACRON,28.0,39.87,LE PEN,42.22,60.13
89286_0001,21.14,MACRON,34.03,47.0,LE PEN,38.38,53.0
89287_0001,28.02,MACRON,33.56,51.6,LE PEN,31.48,48.4
89287_0002,26.54,MACRON,28.41,42.73,LE PEN,38.07,57.27
89287_0003,29.89,MACRON,31.76,49.04,LE PEN,33.0,50.96
89287_0004,28.69,MACRON,37.09,55.86,LE PEN,29.3,44.14
89288_0001,23.94,MACRON,23.24,36.26,LE PEN,40.85,63.74
89289_0001,27.31,MACRON,21.59,31.41,LE PEN,47.14,68.59
89290_0001,23.26,MACRON,27.91,41.38,LE PEN,39.53,58.62
89291_0001,19.35,MACRON,27.24,37.25,LE PEN,45.88,62.75
89292_0001,20.0,MACRON,35.15,47.15,LE PEN,39.39,52.85
89295_0001,20.52,MACRON,40.17,56.75,LE PEN,30.61,43.25
89296_0001,28.44,MACRON,31.19,47.89,LE PEN,33.94,52.11
89297_0001,30.59,MACRON,21.18,39.13,LE PEN,32.94,60.87
89298_0001,26.05,MACRON,28.36,41.41,LE PEN,40.13,58.59
89299_0001,23.21,MACRON,14.29,19.51,LE PEN,58.93,80.49
89300_0001,22.08,MACRON,33.77,48.15,LE PEN,36.36,51.85
89302_0001,17.24,MACRON,25.29,33.33,LE PEN,50.57,66.67
89303_0001,20.48,MACRON,41.43,57.62,LE PEN,30.48,42.38
89304_0001,21.89,MACRON,32.62,46.63,LE PEN,37.34,53.37
89304_0002,21.65,MACRON,43.64,59.07,LE PEN,30.24,40.93
89306_0001,18.88,MACRON,41.96,56.07,LE PEN,32.87,43.93
89307_0001,19.5,MACRON,34.36,45.18,LE PEN,41.7,54.82
89308_0001,17.89,MACRON,22.63,30.94,LE PEN,50.53,69.06
89309_0001,33.05,MACRON,25.46,42.3,LE PEN,34.74,57.7
89309_0002,29.79,MACRON,25.2,38.79,LE PEN,39.77,61.21
89310_0001,13.33,MACRON,40.74,51.4,LE PEN,38.52,48.6
89311_0001,23.8,MACRON,35.26,51.28,LE PEN,33.5,48.72
89312_0001,17.88,MACRON,35.2,45.0,LE PEN,43.02,55.0
89313_0001,23.95,MACRON,30.0,42.22,LE PEN,41.05,57.78
89314_0001,12.93,MACRON,36.73,48.65,LE PEN,38.78,51.35
89315_0001,19.58,MACRON,37.76,49.09,LE PEN,39.16,50.91
89316_0001,18.33,MACRON,31.11,43.75,LE PEN,40.0,56.25
89318_0001,24.39,MACRON,36.85,54.62,LE PEN,30.62,45.38
89319_0001,17.78,MACRON,42.5,56.25,LE PEN,33.06,43.75
89320_0001,18.33,MACRON,25.0,34.88,LE PEN,46.67,65.12
89321_0001,25.69,MACRON,29.05,41.76,LE PEN,40.51,58.24
89323_0001,26.32,MACRON,32.46,46.84,LE PEN,36.84,53.16
89324_0001,18.89,MACRON,29.07,38.67,LE PEN,46.11,61.33
89325_0001,21.92,MACRON,35.62,45.61,LE PEN,42.47,54.39
89326_0001,17.26,MACRON,41.25,53.75,LE PEN,35.5,46.25
89327_0001,23.76,MACRON,25.53,37.7,LE PEN,42.2,62.3
89328_0001,21.47,MACRON,32.94,45.9,LE PEN,38.82,54.1
89329_0001,22.97,MACRON,32.43,44.44,LE PEN,40.54,55.56
89331_0001,28.94,MACRON,35.05,53.96,LE PEN,29.9,46.04
89332_0001,23.99,MACRON,23.84,33.62,LE PEN,47.08,66.38
89333_0001,26.57,MACRON,38.46,56.12,LE PEN,30.07,43.88
89334_0001,23.79,MACRON,37.64,53.97,LE PEN,32.1,46.03
89335_0001,19.88,MACRON,26.02,36.48,LE PEN,45.32,63.52
89336_0001,27.21,MACRON,30.15,45.05,LE PEN,36.76,54.95
89337_0001,16.74,MACRON,38.86,50.88,LE PEN,37.52,49.12
89337_0002,19.0,MACRON,33.0,46.48,LE PEN,38.0,53.52
